"Empresas:";"046-QUATAI"
"Almoxarifados:";"GRUPO CSC, INICIALIZAR KM PEÇAS, DESATIVADO, VIÇOTUR, TRES FRONTEIRAS, PARACATU VENDAS, PARACATU, TRES MARIAS, VAZANTE, JOAO PINHEIRO, VARZEA DA PALMA, LASSANCE, CORINTO, JACOBINA, PRIMUS TURISMO, ITABIRA, TEIXEIRAS, VIÇOSA SERVICE, JUATUBA, DESATIVADO, SANFER VIÇOSA, SANFER ITABIRITO, VIACAO VICOSA, ANSAL VITORINO, ANSAL BANDEIRANTES, VIAÇÃO NOROESTE, LAFAIETE, CONGONHAS, GRANBERY EMPREENDIMENTOS, RIO BRANCO, GODINHOS, UNAI, ALTO HORIZONTE, POUSO ALEGRE, ALMOXAIRFADO LAJU, PLANALTO VIÇOSA, CURVELO, ARIPUANÃ, UBA, INATIVO - ALTO HORIZONTE, QUATAI, ITAGUAI, ITAPETINGA, AGUA CLARA, ARACAJU, DESATIVADO, BARÃO DE COCAIS, TRANSPORTADORA CARAÇA, BOCAIUVA, MINEIROS, MACHADO, SAO FRANCISCO, CAMAPUÃ, DOURADOS, CRIXAS, JATAI, RIO VERDE, PRIMAVERA, MINACU, RESENDE, VICOSA SERVICOS ITAPETINGA, MOOV, ITABIRITO, ESKAVA MINA, PIRAI, PARAÍBA DO SUL, INATIVO - ITABIRA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - JUATUBA, INATIVO - ANSAL FILIAL, INATIVO - ANSAL MATRIZ, INATIVO - RIO BRANCO, INATIVO - UBÁ, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - ITAPETINGA, INATIVO - UNAI, INATIVO - MACUCO, INATIVO - PARACATU, INATIVO - ITABIRITO, INATIVO - ITABIRITO, INATIVO - TRÊS FRONTEIRAS, INATIVO - PARACATU, INATIVO - ITABIRA"
"Grupos de Produtos:";"LUBRIFICANTE, GRAXA E ADITIVOS, PECAS E ACESSORIOS, BORRACHARIA, SINISTRO, BATIDAS E PINTURAS, SERVICOS EXTERNO VEICULAR"
"Subgrupos de Produtos:";"Todos"
"Produto:";"00000000000 a 99999999999"
"Período:";"28/05/2026 a 28/05/2026"
"Tipo de Relatório:";"Detalhado"
"Imprimir PMU:";"Não"
"Quebrar por Subgrupo::";"Não"
"Imprimir Produtos Inativos:";"Sim"
"Imprimir Apenas Produtos Movimentados:";"Nao"
"Imprime Apenas Produtos com Contabilização de Saída:";"Não"

Empresa: 046 - QUATAI
Almoxarifado: 446 - QUATAI
Grupo: 04 - LUBRIFICANTE, GRAXA E ADITIVOS
Produtos;Saldo Ant.;Total (R$);Qtd. Entrada;Valor (R$);Qtd. Saída;Valor (R$);Saldo;Total (R$);Locação;
"315732 - VIDRO QUEBRA VENTO 87X33 TORINO/NEW2";"3,000";"270,00";"0,000";"0,00";"1,000";"90,00";"2,000";"180,00";"";
"315848 - TERMINAL PISTAO PORTA COMIL/SVELTO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C7-3";
"315850 - ALAVANCA SUPERIOR PORTA TORINO";"2,000";"365,91";"0,000";"0,00";"0,000";"0,00";"2,000";"365,91";"C5-4";
"315906 - TAPETE ECOFLEX ANTHRACITE CINZA ESCU";"4,000";"700,00";"0,000";"0,00";"0,000";"0,00";"4,000";"700,00";"";
"315972 - ACABAMENTO MOLA LATERAL BANCO GUIA L";"1,000";"36,90";"0,000";"0,00";"0,000";"0,00";"1,000";"36,90";"C5-4";
"315973 - ACABAMENTO MOLA LATERAL BANCO GUIA L";"2,000";"73,80";"0,000";"0,00";"0,000";"0,00";"2,000";"73,80";"C5-5";
"316017 - LANTERNA LED TRASEIRO BRANCA TORINO/";"1,000";"25,20";"0,000";"0,00";"0,000";"0,00";"1,000";"25,20";"C3-4";
"316018 - LANTERNA LED TRASEIRO AMARELA TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316019 - LANTERNA LED TRASEIRO VERMELHA TORIN";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C3-4";
"316037 - VIDRO JANELA MOVEL FUME 700X480MM AP";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316052 - VIDRO JANELA MOVEL 65X45 COMIL";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316055 - VIDRO MOTORISTA INFERIOR FUME 1169X4";"1,000";"130,00";"0,000";"0,00";"0,000";"0,00";"1,000";"130,00";"";
"316070 - ESPELHO INTERNO CONVEXO 300MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C4-2";
"316163 - VIDRO ITINERARIO 2070X330MM SVELTO/2";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316171 - RETROVISOR ESPELHO CONVEXO EXTERNO 4";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316172 - AMORTECEDOR MOLA GAS TAMPA FILTRO AR";"1,000";"41,00";"0,000";"0,00";"0,000";"0,00";"1,000";"41,00";"";
"316203 - BASE ASSENTO POLTRONA DEFICIENTE SVE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316214 - VALVULA PORTA ELETROPNEUMATICA SVELT";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316249 - ACABAMENTO PINGADEIRA DIANTEIRO LE A";"1,000";"23,00";"0,000";"0,00";"0,000";"0,00";"1,000";"23,00";"C4-6";
"316250 - ACABAMENTO PINGADEIRA DIANTEIRO LD A";"1,000";"29,00";"0,000";"0,00";"0,000";"0,00";"1,000";"29,00";"C4-6";
"316395 - BRACO ESPELHO LD MARCOPOLO TORINO/20";"1,000";"229,00";"0,000";"0,00";"0,000";"0,00";"1,000";"229,00";"C4-2";
"316425 - BATERIA BOTOEIRA 3V";"3,000";"3,75";"0,000";"0,00";"0,000";"0,00";"3,000";"3,75";"C2-4";
"316469 - TAPETE MOEDA 50X50 VEICULO AUXILIAR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316515 - PARABRISA LE 1120X1350 APACHEVIP";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316516 - PARABRISA LD 1120X1350 APACHEVIP";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316517 - BARRA FRISO LATERAL MARCOPOLO TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316595 - PERFIL AMARELO PVC DEGRAU ESCADA VER";"14,000";"42,70";"0,000";"0,00";"0,000";"0,00";"14,000";"42,70";"";
"316647 - PISTAO PORTA 300MM TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316861 - MECANISMO ALCAPAO EMERGENCIA SVELTO/";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316876 - VIDRO BANDEIRA INCOLOR 980X450 SVELT";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316924 - ABRACADEIRA FLEXIVEL SEM FIM 14X38X5";"12,000";"31,20";"0,000";"0,00";"0,000";"0,00";"12,000";"31,20";"";
"316927 - ABRACADEIRA FLEXIVEL SEM FIM 14X25X3";"2,000";"5,80";"0,000";"0,00";"0,000";"0,00";"2,000";"5,80";"B2-4";
"316944 - PORCA SEXTAVADO AUTOTRAVANTRE  ZN PA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316992 - PORCA AUTOTRAVANTE ROSCA 14X1,5MM";"16,000";"38,56";"0,000";"0,00";"0,000";"0,00";"16,000";"38,56";"";
"316995 - PARAFUSO SEXTAVADO RT ACO10.9 16X50M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"316999 - BORRACHA ITINERARIO TORINO/COMIL";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317189 - PONTEIRA PARACHOQUE DIANTEIRO LE TOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317190 - PONTEIRA PARACHOQUE DIANTEIRO LD TOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317191 - PONTEIRA PARACHOQUE TRASEIRO LE TORI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317192 - PONTEIRA PARACHOQUE TRASEIRO LD TORI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317256 - VIDRO JANELA MOTORISTA 450X540MM SVE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317308 - CAPTADOR AR JANELA MOTORISTA 58,5X17";"2,000";"112,60";"0,000";"0,00";"1,000";"56,30";"1,000";"56,30";"";
"317344 - MECANISMO TOMADA FORCA AR TORINO/202";"1,000";"195,00";"0,000";"0,00";"0,000";"0,00";"1,000";"195,00";"C6-3";
"317361 - DOBRADICA SUPERIOR ELEVADORES 6FUROS";"3,000";"148,37";"0,000";"0,00";"0,000";"0,00";"3,000";"148,37";"C6-2";
"317367 - LANTERNA SETA REFLETIVA LATERAL TORI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C2-4";
"317413 - VIDRO VIGIA TRASEIRO 2020X750 TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317552 - CONJUNTO MECANISMO PORTA COMPLETO AP";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317569 - PEGA MAO CADEIRANTE AMARELO LD APACH";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C4-3";
"317570 - PEGA MAO CADEIRANTE AMARELO LE APACH";"1,000";"47,10";"0,000";"0,00";"0,000";"0,00";"1,000";"47,10";"C4-4";
"317727 - VIDRO QUEBRA VENTO 650X230MM SVELTO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317730 - SUPORTE BALAUSTRE SEM PESCOCO CINZA ";"1,000";"28,43";"0,000";"0,00";"0,000";"0,00";"1,000";"28,43";"";
"317744 - VIDRO JANELA MOTORISTA 3 PONTAS 73X4";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317804 - VIDRO VENTAROLA JANELA MOTORISTA 39X";"1,000";"130,00";"0,000";"0,00";"0,000";"0,00";"1,000";"130,00";"";
"317841 - OLHAL 12MM TUBO 0,8X0,6MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317868 - VIDRO PORTA INCOLOR 395X935 TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317918 - PARAFUSO UNIAO GARRA BIPARTIDA 40MM";"9,000";"51,04";"0,000";"0,00";"0,000";"0,00";"9,000";"51,04";"C5-4";
"317962 - MOTOR LIMPADOR PARABRISA 5VIAS 38MM ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"317965 - PALHETA LIMPADOR HASTE 2,5 31"" 800MM";"6,000";"140,28";"0,000";"0,00";"0,000";"0,00";"6,000";"140,28";"C2-5";
"318002 - PARACHOQUE TRASEIRO SVELTO2012/2013";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318004 - BUJAO NYLON TANQUE COMBUSTIVEL MB916";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318236 - PARABRISA LD 1310X1140 TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318249 - PARAFUSO AUTOBROCANTE PHILIPS FLANGE";"148,000";"11,88";"0,000";"0,00";"0,000";"0,00";"148,000";"11,88";"";
"318276 - FAROL DIURNO LE TORINO/SENIOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318327 - VIDRO ITINERARIO LATERAL 850X200 TOR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318432 - CHAPA ACRILICO INCOLOR 5MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318490 - LANTERNA SETA OLHO GATO LED 24V LATE";"2,000";"66,00";"0,000";"0,00";"0,000";"0,00";"2,000";"66,00";"C2-4";
"318622 - VIDRO JANELA FUME FIXO 1470X450 SVEL";"1,000";"182,00";"0,000";"0,00";"0,000";"0,00";"1,000";"182,00";"";
"318657 - COBERTURA LACRE ALCAPAO TORINO/G7";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C5-5";
"318688 - VIDRO PORTA 936X365 TORINOG7";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318711 - MECANISMO LIMPADOR EIXO GIRATORIO EI";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318712 - BRACO LIMPADOR PARABRISA DUPLO 670MM";"1,000";"67,00";"0,000";"0,00";"0,000";"0,00";"1,000";"67,00";"C2-4";
"318886 - MOTOR LIMPADOR PARABRISA DOGA 24V RE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318894 - CENTRAL COMANDO ELEVADOR 10 VIAS ORT";"2,000";"621,41";"0,000";"0,00";"0,000";"0,00";"2,000";"621,41";"C3-5";
"318980 - PARACHOQUE DIANTEIRO SVELTO2019";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"318989 - BOMBA ESGUINCHO RESERVATORIO AGUA PA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319006 - CILINDRO ABERTURA RAMPA ELEVADOR ORT";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319049 - VIDRO ITINERARIO 2257X382MM TORINO/2";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319061 - RETROVISOR ESPELHO AUXILIAR REDONDO ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319138 - CONJUNTO TELA GRADE DIANTEIRO TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319189 - CONJUNTO ARMARIO MOTORISTA TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319191 - SUPORTE FIXACAO PARACHOQUE TORINO/G7";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319344 - REBITE ASSENTO BANCO RAPIDO PLASTICO";"100,000";"25,00";"0,000";"0,00";"0,000";"0,00";"100,000";"25,00";"";
"319352 - CHAPA DESLIZANTE ULTRA MB1418";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319367 - PERFIL ALUMINIO PORTA TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319371 - TECIDO CORTINA SARJA CINZA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319377 - VIDRO BANDEIRA 570X490MM TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319425 - COLUNA SUPORTE GRADE FAROIS LD TORIN";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319426 - COLUNA SUPORTE GRADE FAROIS LE TORIN";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319427 - CONJUNTO COLUNA FRENTE LE TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319428 - CONJUNTO COLUNA FRENTE LD TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319434 - CURVA CAVERNA PARACHOQUE TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319450 - CONJUNTO CAVERNA INFERIOR PARABRISA ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319451 - CONJUNTO CAVERNA SUPERIOR PARABRISA ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319452 - FLAMULA CAVERNA INFERIOR PARABRISA T";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319513 - MECANISMO LIMPADOR PARABRISA LD SVEL";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C3-3";
"319530 - PARACHOQUE TRASEIRO TORINO/2022";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319616 - TECLA ACIONAMENTO PORTA Nº1 TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C2-2";
"319617 - LENTE TECLA ACIONAMENTO PORTA Nº1 TO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"319619 - CONTROLE ELEVADOR ORTOBRAS REMAN";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320168 - COURVIN GEOMETRICO AZUL LARANJA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320181 - PORCA SEXTAVADO AUTOTRAVANTE ZINCO M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320186 - VIDRO JANELA FIXO 1080X445MM SVELTO/";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320219 - MANGUEIRA TECALON 6MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320223 - EIXO LIMPADOR TORINO/2014";"1,000";"108,06";"0,000";"0,00";"0,000";"0,00";"1,000";"108,06";"C4-3";
"320224 - EIXO LIMPADOR AUXILIAR TORINO2022";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C4-3";
"320257 - ASSENTO COURVIN GEOMETRICO AZUL LARA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320258 - ENCOSTO POLTRONA COURVIN GEOMETRICO ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320315 - LINHA COSTURA CINZA 60";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320451 - REPARO CILINDRO PORTA NEOBUS/BUSSCAR";"5,000";"211,38";"0,000";"0,00";"0,000";"0,00";"5,000";"211,38";"A6-4";
"320565 - VIDRO PORTA FUME TRASEIRO 300X1010MM";"1,000";"164,00";"0,000";"0,00";"0,000";"0,00";"1,000";"164,00";"";
"320642 - VALVULA DIRECIONAL V4D ELEVADOR ORTO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320722 - MANCAL BRACO RETROVISOR APACHE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C4-3";
"320828 - PERFIL CANTONEIRA TIPO L 1/4X1/2""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320862 - GUARNICAO BORRACHA PARALAMA 1218X767";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320868 - REBITE PLASTICO BRT";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320871 - VIDRO PORTA DIANTEIRO SUPERIOR LD 96";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320900 - CHAPA XADREZ PISO ACO 3MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320903 - CHAPA LISA ALUMINIO 6100X8,4X1,75MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320945 - REBITE POP 3/16X16MM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320968 - CONJUNTO CABECOTE CILINDOR ELEVACAO ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C6-2";
"320976 - VALVULA ABERTURA PORTA 5/2 VIAS 24V";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"320978 - BANCO MOTORISTA BASE TRIANGULAR USAD";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321002 - BARRA CHATA 2X3/16""";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321040 - ALCAPAO TORINO/2022";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321062 - CHAPA FIBRA TETO 2100X1200";"1,000";"425,00";"0,000";"0,00";"0,000";"0,00";"1,000";"425,00";"FU-ND-O";
"321091 - PERFIL ALUMINIO VEDACAO PORTA TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321117 - PERFIL ALUMINIO CHATO ACABAMENTO ASS";"1,000";"165,00";"0,000";"0,00";"0,000";"0,00";"1,000";"165,00";"";
"321118 - PERFIL PVC ACABAMENTO LATERAL SVELTO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321119 - BORRACHA GUARNICAO PORTA CENTRAL SVE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321133 - VIDRO PORTA DIANTEIRO SUPERIOR LD TO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321145 - CHAPA GALVANIZADA 16X1200X200MM";"1,000";"290,00";"0,000";"0,00";"0,000";"0,00";"1,000";"290,00";"";
"321166 - BRACO MECANISMO PORTA CURVO Z 400MM ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321168 - ALAVANCA EMERGENCIA MECANISMO PORTA ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321169 - SUPORTE CABO ACO MECANISMO PORTA SVE";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321176 - BRACO MECANISMO PORTA CURVO Z 400MM ";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321249 - VIDRO JANELA MOVEL 350X470MM APACHEU";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321290 - PERFIL DE ALUMINIO 1,5X24,8X35MM TOR";"1,000";"112,00";"0,000";"0,00";"0,000";"0,00";"1,000";"112,00";"";
"321307 - QUEBRA SOL SANEFA TORINO/2019";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321364 - VIDRO PORTA DIANTEIRO INFERIOR LE 92";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321365 - VIDRO PORTA DIANTEIRO SUPERIOR LE 98";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321402 - VIDRO JANELA PASSAGEIRO MOVEL 280X47";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321422 - PARACHOQUE DIANTEIRO APACHEVIP";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321566 - CALHA LUZ SVELTO/2016";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"FU-ND-O";
"321569 - BUCHA MANCAL PORTA SUPERIOR SVELTO/2";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C5-6";
"321571 - MANCAL PORTA SUPERIOR SVELTO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C5-6";
"321603 - ESPUMA ENCOSTO BANCO MOTORISTA GRAME";"1,000";"87,00";"0,000";"0,00";"0,000";"0,00";"1,000";"87,00";"";
"321604 - ESPUMA ASSENTO  BANCO MOTORISTA GRAM";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321640 - CILINDRO PORTA 825X235MM TORINO/2022";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321745 - PARAFUSO SEXTAVADO BUCHA ALGEMA BALA";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C5-5";
"321763 - SUPORTE ANTEPARO VIDRO CINZA CLARO A";"2,000";"13,00";"0,000";"0,00";"0,000";"0,00";"2,000";"13,00";"C4-4";
"321774 - ACABAMENTO MECANISMO LACRE JANELA EM";"1,000";"23,00";"0,000";"0,00";"0,000";"0,00";"1,000";"23,00";"";
"321776 - ACABAMENTO SAIDA EMERGENCIA ALCAPAO ";"2,000";"15,20";"0,000";"0,00";"0,000";"0,00";"2,000";"15,20";"C5-3";
"321819 - UNIDADE COMANDO ITINERARIO TORINO/20";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321824 - PEGA MAO CORRIMAO PORTA AMARELO 450M";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"C4-4";
"321898 - KIT ANEIS ORING MEDIDA R01";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"321904 - VIDRO JANELA PASSAGEIRO MOVEL 454X45";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322139 - ESTRUTURA ENCOSTO BANCO MOTORISTA GR";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322211 - TAMPA ALCAPAO TETO SVELTO/2013";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322296 - MOTOR LIMPADOR PARABRISA BOSCH 24V";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322364 - KIT ANEIS ORING MEDIDA R01";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322402 - MOTOR LIMPADOR PARABRISA 24V VOLARE/";"2,000";"520,00";"0,000";"0,00";"0,000";"0,00";"2,000";"520,00";"";
"322579 - ALCAPAO TETO APACHEVIP";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322587 - ALCAPAO TETO TORINO";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322613 - VIDRO JANELA PASSAGEIRO MOVEL 730X47";"2,000";"120,00";"0,000";"0,00";"1,000";"60,00";"1,000";"60,00";"";
"322614 - VIDRO JANELA MOVEL 330X470 TORINO";"1,000";"65,00";"0,000";"0,00";"0,000";"0,00";"1,000";"65,00";"";
"322624 - LANTERNA SETA LATERAL RESALTO TORINO";"8,000";"201,60";"0,000";"0,00";"0,000";"0,00";"8,000";"201,60";"";
"322625 - LANTERNA DELIMITADOR LED LATERAL SEN";"2,000";"60,00";"0,000";"0,00";"0,000";"0,00";"2,000";"60,00";"";
"322674 - VIDRO BANDEIRA 880X500MM TORINO/2022";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"0,000";"0,00";"";
"322675 - PINO ARTICULADO PAR BUCHA ARTICULADA";"17,000";"463,59";"0,000";"0,00";"0,000";"0,00";"17,000";"463,59";"";
